contract_id,customer_name,product_name,currency,base_price,energy_rule,energy_index_2023,energy_api_now,energy_ratio,energy_adder_percentage,energy_amount,raw_rule,raw_instrument,raw_index_2023,raw_api_now,raw_ratio,raw_adder_percentage,raw_amount,rate_rule,rate_instrument,rate_percent,payment_terms_days,financing_per_ton,logistics_eur_per_trip,fx_rule,logistics_amount,logistics_currency,demurrage_eur_per_container_day,demurrage_amount,indicative_price_per_ton,calculation_rule
CON-2023-0017,Refined Chemicals Inc.,Glycol Ether,USD,600.00,api,20.180000,21.110000,1.046085,4.0,25.11,static,NONE,1.000000,1.000000,1.000000,6.0,36.00,api,SOFR,3.880000,30,2.11,975.00,api,1111.79,USD,150.00,0.00,661.11,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0018,Custom Paint Co.,Titanium Dioxide,USD,1200.00,api,20.180000,21.110000,1.046085,5.0,62.77,static,NONE,1.000000,1.000000,1.000000,10.0,120.00,api,SOFR,3.880000,60,8.82,975.00,api,1111.79,USD,150.00,0.00,1382.77,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0019,Fabric Technology LLC,PVA Resin,USD,925.00,api,20.180000,21.110000,1.046085,7.0,67.73,static,NONE,1.000000,1.000000,1.000000,5.0,46.25,api,SOFR,3.880000,30,3.31,975.00,api,1111.79,USD,150.00,0.00,1038.98,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0020,Specialty Chemicals Corp.,Formic Acid,USD,640.00,api,20.180000,21.110000,1.046085,2.0,13.39,static,NONE,1.000000,1.000000,1.000000,7.0,44.80,api,SOFR,3.880000,60,4.45,975.00,api,1111.79,USD,150.00,0.00,698.19,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0021,Innovative Products Corp.,Benzoic Acid,EUR,720.00,api,20.180000,21.110000,1.046085,3.0,22.60,static,NONE,1.000000,1.000000,1.000000,10.0,72.00,api,EURIBOR_3M,2.513143,30,1.68,975.00,api,975.00,EUR,150.00,0.00,814.60,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0022,Coatings and Adhesives Ltd.,Epoxy Resins,USD,1020.00,api,20.180000,21.110000,1.046085,5.0,53.35,static,NONE,1.000000,1.000000,1.000000,8.0,81.60,api,SOFR,3.880000,60,7.37,975.00,api,1111.79,USD,150.00,0.00,1154.95,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0023,Environmental Solutions Group,Caustic Soda,USD,410.00,api,20.180000,21.110000,1.046085,1.0,4.29,static,NONE,1.000000,1.000000,1.000000,4.0,16.40,api,SOFR,3.880000,45,2.06,975.00,api,1111.79,USD,150.00,0.00,430.69,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0024,Custom Chemical Solutions,Sodium Sulfate,EUR,330.00,api,20.180000,21.110000,1.046085,3.0,10.36,static,NONE,1.000000,1.000000,1.000000,5.0,16.50,api,EURIBOR_3M,2.513143,60,1.47,975.00,api,975.00,EUR,150.00,0.00,356.86,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0025,Polymer Composite Group,PVC Resin,USD,900.00,api,20.180000,21.110000,1.046085,5.0,47.07,api,BRENT,83.100000,90.900000,1.093863,10.0,98.45,api,SOFR,3.880000,30,3.33,975.00,api,1111.79,USD,150.00,0.00,1045.52,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0026,Confectionery Ingredients Ltd.,Maltodextrin,EUR,650.00,api,20.180000,21.110000,1.046085,4.0,27.20,api,MAIZE,302.800000,224.000000,0.739762,6.0,28.85,api,EURIBOR_3M,2.513143,60,2.92,975.00,api,975.00,EUR,150.00,0.00,706.05,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0027,Food Grade Chemicals,Citric Acid,USD,400.00,api,20.180000,21.110000,1.046085,3.0,12.55,api,MAIZE,302.800000,224.000000,0.739762,7.0,20.71,api,SOFR,3.880000,30,1.38,975.00,api,1111.79,USD,150.00,0.00,433.27,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0028,Textile Dyes Company,Reactive Dyes,EUR,820.00,api,20.180000,21.110000,1.046085,5.0,42.89,static,NONE,1.000000,1.000000,1.000000,10.0,82.00,api,EURIBOR_3M,2.513143,30,1.95,975.00,api,975.00,EUR,150.00,0.00,944.89,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0029,Advanced Composites Group,Epoxy Hardener,USD,1120.00,api,20.180000,21.110000,1.046085,6.0,70.30,static,NONE,1.000000,1.000000,1.000000,3.0,33.60,api,SOFR,3.880000,45,5.85,975.00,api,1111.79,USD,150.00,0.00,1223.90,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0030,PackTech Solutions,Polyethylene Terephthalate,USD,810.00,api,20.180000,21.110000,1.046085,8.0,67.79,api,BRENT,83.100000,90.900000,1.093863,5.0,44.30,api,SOFR,3.880000,60,5.88,975.00,api,1111.79,USD,150.00,0.00,922.09,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0031,Biocompatible Plastics LLC,PLA Resin,EUR,980.00,api,20.180000,21.110000,1.046085,4.0,41.01,api,MAIZE,302.800000,224.000000,0.739762,6.0,43.50,api,EURIBOR_3M,2.513143,30,2.20,975.00,api,975.00,EUR,150.00,0.00,1064.50,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0032,CleanTech Innovations,Hydrogen Peroxide,USD,650.00,api,20.180000,21.110000,1.046085,7.0,47.60,static,NONE,1.000000,1.000000,1.000000,8.0,52.00,api,SOFR,3.880000,60,4.78,975.00,api,1111.79,USD,150.00,0.00,749.60,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0033,Wood Chemicals Inc.,Phenol,USD,1100.00,api,20.180000,21.110000,1.046085,3.0,34.52,api,BRENT,83.100000,90.900000,1.093863,9.0,108.29,api,SOFR,3.880000,45,5.95,975.00,api,1111.79,USD,150.00,0.00,1242.81,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0034,Polar Chemicals Ltd.,Ammonium Bicarbonate,EUR,470.00,api,20.180000,21.110000,1.046085,2.0,9.83,static,NONE,1.000000,1.000000,1.000000,4.0,18.80,api,EURIBOR_3M,2.513143,30,1.03,975.00,api,975.00,EUR,150.00,0.00,498.63,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0035,Industrial Cleaning Supplies,Sodium Lauryl Sulfate,USD,500.00,api,20.180000,21.110000,1.046085,1.0,5.23,static,NONE,1.000000,1.000000,1.000000,6.0,30.00,api,SOFR,3.880000,60,3.41,975.00,api,1111.79,USD,150.00,0.00,535.23,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0036,PharmaChem Exporters,Calcium Chloride,EUR,400.00,api,20.180000,21.110000,1.046085,3.0,12.55,static,NONE,1.000000,1.000000,1.000000,7.0,28.00,api,EURIBOR_3M,2.513143,45,1.37,975.00,api,975.00,EUR,150.00,0.00,440.55,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0037,Electronic Materials Corp.,Tungsten Trioxide,USD,700.00,api,20.180000,21.110000,1.046085,5.0,36.61,static,NONE,1.000000,1.000000,1.000000,3.0,21.00,api,SOFR,3.880000,30,2.42,975.00,api,1111.79,USD,150.00,0.00,757.61,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0038,BioSensor Solutions,Gelatin,USD,560.00,api,20.180000,21.110000,1.046085,2.0,11.72,api,MAIZE,302.800000,224.000000,0.739762,5.0,20.71,api,SOFR,3.880000,60,3.78,975.00,api,1111.79,USD,150.00,0.00,592.43,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0039,AgroChem Papers,Calcium Nitrate,EUR,720.00,api,20.180000,21.110000,1.046085,4.0,30.13,static,NONE,1.000000,1.000000,1.000000,6.0,43.20,api,EURIBOR_3M,2.513143,30,1.64,975.00,api,975.00,EUR,150.00,0.00,793.33,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0040,Tape and Adhesive Co.,Polyurethane,USD,850.00,api,20.180000,21.110000,1.046085,5.0,44.46,static,NONE,1.000000,1.000000,1.000000,2.0,17.00,api,SOFR,3.880000,30,2.91,975.00,api,1111.79,USD,150.00,0.00,911.46,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0041,Energy Saving Solutions,Mica Powder,USD,450.00,api,20.180000,21.110000,1.046085,3.0,14.12,static,NONE,1.000000,1.000000,1.000000,4.0,18.00,api,SOFR,3.880000,60,3.08,975.00,api,1111.79,USD,150.00,0.00,482.12,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0042,Heavy Industries Corp.,Iron Oxide,USD,640.00,api,20.180000,21.110000,1.046085,3.0,20.08,static,NONE,1.000000,1.000000,1.000000,8.0,51.20,api,SOFR,3.880000,60,4.54,975.00,api,1111.79,USD,150.00,0.00,711.28,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0043,Medical Supplies Co.,Chlorhexidine,USD,900.00,api,20.180000,21.110000,1.046085,6.0,56.49,static,NONE,1.000000,1.000000,1.000000,3.0,27.00,api,SOFR,3.880000,30,3.14,975.00,api,1111.79,USD,150.00,0.00,983.49,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0044,Industrial Foods Ltd.,Sodium Citrate,EUR,550.00,api,20.180000,21.110000,1.046085,4.0,23.01,static,NONE,1.000000,1.000000,1.000000,2.0,11.00,api,EURIBOR_3M,2.513143,60,2.41,975.00,api,975.00,EUR,150.00,0.00,584.01,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0045,Decorative Chemicals Co.,Titanium Carbonate,USD,700.00,api,20.180000,21.110000,1.046085,2.0,14.65,static,NONE,1.000000,1.000000,1.000000,5.0,35.00,api,SOFR,3.880000,30,2.39,975.00,api,1111.79,USD,150.00,0.00,749.65,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0046,HealthCare Solutions Ltd.,Sodium Phosphate,USD,350.00,api,20.180000,21.110000,1.046085,3.0,10.98,static,NONE,1.000000,1.000000,1.000000,6.0,21.00,api,SOFR,3.880000,60,2.44,975.00,api,1111.79,USD,150.00,0.00,381.98,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0047,Pharmacological Chemicals Co.,Sodium Fluoride,EUR,480.00,api,20.180000,21.110000,1.046085,5.0,25.11,static,NONE,1.000000,1.000000,1.000000,3.0,14.40,api,EURIBOR_3M,2.513143,45,1.61,975.00,api,975.00,EUR,150.00,0.00,519.51,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0048,Packaging and Chemicals Inc.,Polystyrene,USD,800.00,api,20.180000,21.110000,1.046085,3.0,25.11,api,BRENT,83.100000,90.900000,1.093863,2.0,17.50,api,SOFR,3.880000,30,2.69,975.00,api,1111.79,USD,150.00,0.00,842.61,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0049,Detergent Solutions Group,Sodium Carbonate,EUR,620.00,api,20.180000,21.110000,1.046085,2.0,12.97,static,NONE,1.000000,1.000000,1.000000,6.0,37.20,api,EURIBOR_3M,2.513143,60,2.77,975.00,api,975.00,EUR,150.00,0.00,670.17,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0050,Advanced Chemical Technologies,Sodium Acetate,USD,400.00,api,20.180000,21.110000,1.046085,3.0,12.55,static,NONE,1.000000,1.000000,1.000000,8.0,32.00,api,SOFR,3.880000,30,1.42,975.00,api,1111.79,USD,150.00,0.00,444.55,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0051,Nordic Pulp AB,Methanol,GBP,2100.00,api,20.180000,21.110000,1.046085,8.0,175.74,api,BRENT,83.100000,90.900000,1.093863,12.0,275.65,static,NONE,0.000000,7,0.00,975.00,static,975.00,EUR,150.00,0.00,2551.40,energy_api+raw_api+rate_static+logistics_fixed
CON-2023-0052,Osaka Battery Metals KK,Styrene Monomer,USD,3600.00,api,20.180000,21.110000,1.046085,14.0,527.23,api,BRENT,83.100000,90.900000,1.093863,5.0,196.90,api,SOFR,3.880000,21,9.65,975.00,api,1111.79,USD,150.00,0.00,4324.12,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0053,Rhine Catalyst GmbH,Benzene,EUR,1150.00,api,20.180000,21.110000,1.046085,1.5,18.04,api,BRENT,83.100000,90.900000,1.093863,0.0,0.00,api,EURIBOR_3M,2.513143,45,3.62,975.00,api,975.00,EUR,150.00,0.00,1168.04,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0054,Andes Fertilizer SA,Toluene,USD,2100.00,api,20.180000,21.110000,1.046085,14.0,307.55,api,BRENT,83.100000,90.900000,1.093863,12.0,275.65,api,SOFR,3.880000,7,2.00,975.00,api,1111.79,USD,150.00,0.00,2683.20,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0055,Mersey Coatings Ltd,Mixed Xylenes,CHF,220.00,api,20.180000,21.110000,1.046085,8.0,18.41,api,BRENT,83.100000,90.900000,1.093863,12.0,28.88,static,NONE,0.000000,21,0.00,975.00,static,975.00,EUR,150.00,0.00,267.29,energy_api+raw_api+rate_static+logistics_fixed
CON-2023-0056,Siberian Gas Chem,Monoethylene Glycol,USD,480.00,api,20.180000,21.110000,1.046085,18.0,90.38,api,BRENT,83.100000,90.900000,1.093863,0.0,0.00,api,SOFR,3.880000,90,5.46,975.00,api,1111.79,USD,150.00,0.00,570.38,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0057,Gulf Alkali Trading,Diethylene Glycol,CHF,1150.00,api,20.180000,21.110000,1.046085,6.0,72.18,api,BRENT,83.100000,90.900000,1.093863,5.0,62.90,static,NONE,0.000000,45,0.00,975.00,static,975.00,EUR,150.00,0.00,1285.08,energy_api+raw_api+rate_static+logistics_fixed
CON-2023-0058,Piraeus Resins SA,Acrylic Acid,USD,85.00,api,20.180000,21.110000,1.046085,14.0,12.45,static,NONE,1.000000,1.000000,1.000000,7.0,5.95,api,SOFR,3.880000,14,0.15,975.00,api,1111.79,USD,150.00,0.00,103.40,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0059,Lusaka Agro Inputs,Vinyl Acetate Monomer,GBP,4100.00,api,20.180000,21.110000,1.046085,2.5,107.22,api,BRENT,83.100000,90.900000,1.093863,2.0,89.70,static,NONE,0.000000,60,0.00,975.00,static,975.00,EUR,150.00,0.00,4296.92,energy_api+raw_api+rate_static+logistics_fixed
CON-2023-0060,Quebec Waterworks Inc,High Density Polyethylene,EUR,1150.00,api,20.180000,21.110000,1.046085,6.0,72.18,api,BRENT,83.100000,90.900000,1.093863,7.0,88.06,api,EURIBOR_3M,2.513143,7,0.63,975.00,api,975.00,EUR,150.00,0.00,1310.24,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0061,Busan Electronics Materials,Low Density Polyethylene,USD,310.00,api,20.180000,21.110000,1.046085,8.0,25.94,api,BRENT,83.100000,90.900000,1.093863,3.5,11.87,api,SOFR,3.880000,7,0.26,975.00,api,1111.79,USD,150.00,0.00,347.81,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0062,Lisbon Cork Chemicals,Acrylonitrile Butadiene Styrene,EUR,670.00,api,20.180000,21.110000,1.046085,2.5,17.52,api,BRENT,83.100000,90.900000,1.093863,0.0,0.00,api,EURIBOR_3M,2.513143,0,0.00,975.00,api,975.00,EUR,150.00,0.00,687.52,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0063,Zurich Fine Organics AG,Styrene Acrylonitrile,EUR,85.00,api,20.180000,21.110000,1.046085,6.0,5.34,api,BRENT,83.100000,90.900000,1.093863,16.0,14.88,api,EURIBOR_3M,2.513143,90,0.65,975.00,api,975.00,EUR,150.00,0.00,105.21,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0064,Mumbai Colorants Pvt,Adipic Acid,USD,310.00,api,20.180000,21.110000,1.046085,1.5,4.86,api,BRENT,83.100000,90.900000,1.093863,2.0,6.78,api,SOFR,3.880000,21,0.72,975.00,api,1111.79,USD,150.00,0.00,321.65,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0065,Cape Polymer Converters,Caprolactam,GBP,220.00,api,20.180000,21.110000,1.046085,18.0,41.42,api,BRENT,83.100000,90.900000,1.093863,3.5,8.42,static,NONE,0.000000,75,0.00,975.00,static,975.00,EUR,150.00,0.00,269.85,energy_api+raw_api+rate_static+logistics_fixed
CON-2023-0066,Dublin Pharma Excipients,Aniline,EUR,220.00,api,20.180000,21.110000,1.046085,0.0,0.00,api,BRENT,83.100000,90.900000,1.093863,3.5,8.42,api,EURIBOR_3M,2.513143,0,0.00,975.00,api,975.00,EUR,150.00,0.00,228.42,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0067,Valencia Food Acids SL,Chlorine,USD,2100.00,api,20.180000,21.110000,1.046085,18.0,395.42,static,NONE,1.000000,1.000000,1.000000,7.0,147.00,api,SOFR,3.880000,7,1.97,975.00,api,1111.79,USD,150.00,0.00,2642.42,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0068,Gdansk Port Chemicals,Caustic Soda Flake,USD,310.00,api,20.180000,21.110000,1.046085,0.0,0.00,static,NONE,1.000000,1.000000,1.000000,9.0,27.90,api,SOFR,3.880000,7,0.25,975.00,api,1111.79,USD,150.00,0.00,337.90,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0069,Montreal Pulp Bleach Inc,Phosphoric Acid,EUR,890.00,api,20.180000,21.110000,1.046085,0.0,0.00,static,NONE,1.000000,1.000000,1.000000,7.0,62.30,api,EURIBOR_3M,2.513143,0,0.00,975.00,api,975.00,EUR,150.00,0.00,952.30,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0070,Jakarta Oleochemicals PT,Sulfuric Acid,GBP,480.00,api,20.180000,21.110000,1.046085,8.0,40.17,static,NONE,1.000000,1.000000,1.000000,12.0,57.60,static,NONE,0.000000,14,0.00,975.00,static,975.00,EUR,150.00,0.00,577.77,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0071,Helsinki Biofuels Oy,Nitric Acid,CHF,1150.00,api,20.180000,21.110000,1.046085,14.0,168.42,static,NONE,1.000000,1.000000,1.000000,3.5,40.25,static,NONE,0.000000,7,0.00,975.00,static,975.00,EUR,150.00,0.00,1358.67,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0072,Brisbane Mining Reagents,Anhydrous Ammonia,CHF,85.00,api,20.180000,21.110000,1.046085,0.0,0.00,static,NONE,1.000000,1.000000,1.000000,1.0,0.85,static,NONE,0.000000,7,0.00,975.00,static,975.00,EUR,150.00,0.00,85.85,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0073,Santiago Copper Leach SA,Melamine,GBP,3600.00,api,20.180000,21.110000,1.046085,0.0,0.00,static,NONE,1.000000,1.000000,1.000000,3.5,126.00,static,NONE,0.000000,90,0.00,975.00,static,975.00,EUR,150.00,0.00,3726.00,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0074,Vienna Specialty Gases,Formaldehyde,CHF,4100.00,api,20.180000,21.110000,1.046085,6.0,257.34,api,BRENT,83.100000,90.900000,1.093863,0.0,0.00,static,NONE,0.000000,7,0.00,975.00,static,975.00,EUR,150.00,0.00,4357.34,energy_api+raw_api+rate_static+logistics_fixed
CON-2023-0075,Riga Paint Vehicles SIA,Isopropanol,GBP,480.00,api,20.180000,21.110000,1.046085,0.0,0.00,static,NONE,1.000000,1.000000,1.000000,12.0,57.60,static,NONE,0.000000,7,0.00,975.00,static,975.00,EUR,150.00,0.00,537.60,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0076,Casablanca Phosphates,n-Butanol,CHF,1480.00,api,20.180000,21.110000,1.046085,0.0,0.00,api,BRENT,83.100000,90.900000,1.093863,0.0,0.00,static,NONE,0.000000,30,0.00,975.00,static,975.00,EUR,150.00,0.00,1480.00,energy_api+raw_api+rate_static+logistics_fixed
CON-2023-0077,Seoul Display Chemicals,Ethyl Acetate,EUR,480.00,api,20.180000,21.110000,1.046085,4.0,20.08,static,NONE,1.000000,1.000000,1.000000,12.0,57.60,api,EURIBOR_3M,2.513143,14,0.54,975.00,api,975.00,EUR,150.00,0.00,557.68,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0078,Toronto Water Treatment,Bio-Naphtha,EUR,890.00,api,20.180000,21.110000,1.046085,11.0,102.41,api,BRENT,83.100000,90.900000,1.093863,5.0,48.68,api,EURIBOR_3M,2.513143,90,6.45,975.00,api,975.00,EUR,150.00,0.00,1041.09,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0079,Lyon Aroma Intermediates,Lithium Carbonate,USD,220.00,api,20.180000,21.110000,1.046085,14.0,32.22,static,NONE,1.000000,1.000000,1.000000,7.0,15.40,api,SOFR,3.880000,0,0.00,975.00,api,1111.79,USD,150.00,0.00,267.62,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0080,Porto Textile Auxiliaries,Nickel Sulfate,EUR,670.00,api,20.180000,21.110000,1.046085,1.5,10.51,static,NONE,1.000000,1.000000,1.000000,5.0,33.50,api,EURIBOR_3M,2.513143,75,3.69,975.00,api,975.00,EUR,150.00,0.00,714.01,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0081,Bergen Fish Oil Refiners,Cobalt Sulfate,GBP,85.00,api,20.180000,21.110000,1.046085,11.0,9.78,static,NONE,1.000000,1.000000,1.000000,5.0,4.25,static,NONE,0.000000,90,0.00,975.00,static,975.00,EUR,150.00,0.00,99.03,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0082,Athens Construction Chem,Sodium Hypochlorite,GBP,220.00,api,20.180000,21.110000,1.046085,6.0,13.81,static,NONE,1.000000,1.000000,1.000000,2.0,4.40,static,NONE,0.000000,30,0.00,975.00,static,975.00,EUR,150.00,0.00,238.21,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0083,Tallinn Wood Adhesives,Polyaluminium Chloride,EUR,220.00,api,20.180000,21.110000,1.046085,1.5,3.45,static,NONE,1.000000,1.000000,1.000000,16.0,35.20,api,EURIBOR_3M,2.513143,90,1.60,975.00,api,975.00,EUR,150.00,0.00,258.65,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0084,Sofia Glass Batch EOOD,Aluminium Sulfate,CHF,3600.00,api,20.180000,21.110000,1.046085,11.0,414.25,static,NONE,1.000000,1.000000,1.000000,2.0,72.00,static,NONE,0.000000,7,0.00,975.00,static,975.00,EUR,150.00,0.00,4086.25,energy_api+raw_static+rate_static+logistics_fixed
